날짜,KTCI,등급,계절,KTCI-a,등급_a,계절_a,KTCI-a2,등급_a2,KTCI-a_roll3,KTCI-a_roll7,Cd,Ca,P,W,S,ET_d,ET_a,최고기온,평균기온,최저습도,평균습도,강수량,풍속,일조시간,전운량
2009-05-05,89.82,Excellent,spring,89.82,Excellent,spring,89.82,Excellent,88.84,84.05,5.0,3.5,5.0,3.5,4.8,23.99192,16.95304,26.3,18.1,64.6,64.6,0.0,2.8,9.6,4.1
2009-05-06,90.94,Ideal,spring,90.94,Ideal,spring,90.94,Ideal,89.49,84.69,4.5,4.0,5.0,4.0,5.0,24.66112,19.46864,29.2,22.4,40.9,40.9,0.0,2.4,12.2,0.0
2009-05-07,92.21,Ideal,spring,92.21,Ideal,spring,92.21,Ideal,90.99,86.78,5.0,4.0,5.0,3.5,5.0,22.761,18.23996,27.5,21.3,32.3,32.3,0.0,2.9,12.3,0.0
2009-05-08,93.52,Ideal,spring,93.52,Ideal,spring,93.52,Ideal,92.22,87.8,5.0,4.0,5.0,4.0,5.0,23.572,18.736,27.4,21.2,45.0,45.0,0.0,2.2,10.9,0.3
2009-05-09,90.96,Ideal,spring,90.96,Ideal,spring,90.96,Ideal,92.23,90.59,5.0,4.0,5.0,3.5,4.45,22.784,18.7984,27.0,21.7,38.0,38.0,0.0,3.1,8.9,4.4
2009-05-10,87.93,Excellent,spring,87.93,Excellent,spring,88.01,Excellent,90.8,90.44,5.0,4.0,5.0,4.0,2.55,23.20336,18.55312,25.9,20.3,57.6,57.6,0.0,1.9,5.1,8.1
2009-05-11,54.15,Acceptable,spring,54.15,Acceptable,spring,54.19,Acceptable,77.68,85.65,4.0,3.5,1.35,4.5,0.0,19.544,16.6808,20.0,17.0,88.6,88.6,36.5,1.5,0.0,10.0
2009-05-12,79.75,Very Good,spring,79.75,Very Good,spring,80.03,Excellent,73.94,84.21,5.0,3.5,4.3,3.5,2.25,22.69904,17.85696,23.9,18.6,78.4,78.4,7.0,2.7,4.5,6.1
2009-05-13,85.12,Excellent,spring,85.12,Excellent,spring,85.17,Excellent,73.01,83.38,4.0,3.5,5.0,3.5,5.0,19.15616,15.833359999999999,22.4,17.9,34.6,34.6,0.0,2.8,12.9,0.6
2009-05-14,90.11,Ideal,spring,90.11,Ideal,spring,90.34,Ideal,84.99,83.08,5.0,3.5,5.0,4.0,4.35,22.008,17.031,25.2,18.9,47.5,47.5,0.0,2.2,8.7,4.4
2009-05-15,77.76,Very Good,spring,77.76,Very Good,spring,78.42,Very Good,84.33,80.83,4.5,3.5,4.95,4.0,0.20000000000000018,20.0914,16.9222,22.1,18.3,58.5,58.5,0.5,2.1,0.0,9.6
2009-05-16,58.07,Acceptable,spring,58.07,Acceptable,spring,58.48,Acceptable,75.31,76.13,3.5,3.5,2.85,3.5,0.0,15.354800000000001,13.602319999999999,15.5,13.7,93.4,93.4,21.5,2.6,0.0,10.0
2009-05-17,71.94,Very Good,spring,71.94,Very Good,spring,72.47,Very Good,69.26,73.84,3.5,3.5,4.7,3.5,1.15,16.855359999999997,13.98352,17.4,14.3,81.6,81.6,3.0,3.0,2.3,6.4
2009-05-18,86.39,Excellent,spring,86.39,Excellent,spring,86.79,Excellent,72.13,78.45,4.5,3.5,5.0,3.0,5.0,20.412640000000003,15.70216,22.6,16.9,56.6,56.6,0.0,3.8,12.1,1.0
2009-05-19,91.59,Ideal,spring,91.59,Ideal,spring,91.92,Ideal,83.31,80.14,5.0,3.5,5.0,4.0,5.0,22.342399999999998,17.91616,24.5,19.3,62.8,62.8,0.0,2.4,11.2,0.0
2009-05-20,84.84,Excellent,spring,84.84,Excellent,spring,85.55,Excellent,87.61,80.1,4.5,4.0,5.0,4.5,1.75,24.2898,19.5816,27.3,21.6,56.5,56.5,0.0,1.6,3.5,6.6
2009-05-21,50.62,Acceptable,spring,50.62,Acceptable,spring,51.21,Acceptable,75.68,74.46,4.0,3.5,1.2000000000000002,3.5,0.0,19.196959999999997,15.67472,19.4,15.8,94.6,94.6,38.0,2.8,0.0,10.0
2009-05-22,84.49,Excellent,spring,84.49,Excellent,spring,85.15,Excellent,73.32,75.42,4.5,3.5,4.95,4.0,3.15,21.24,17.1936,22.5,18.0,74.8,74.8,0.5,2.5,6.3,7.5
2009-05-23,75.52,Very Good,spring,78.04,Very Good,summer,76.78,Very Good,71.05,78.27,4.0,3.5,4.95,4.0,0.35,18.755200000000002,15.928,19.6,16.5,78.0,78.0,0.5,2.4,0.7,8.4
2009-05-24,91.7,Ideal,spring,93.02,Ideal,summer,92.41,Ideal,85.18,81.28,5.0,4.0,5.0,4.0,4.2,23.284,18.4132,25.0,19.5,71.4,71.4,0.0,2.2,8.4,4.6
2009-05-25,90.29,Ideal,spring,90.16,Ideal,summer,90.22,Ideal,87.07,81.82,4.0,4.5,5.0,4.0,5.0,26.51104,20.53,29.6,22.5,60.6,60.6,0.0,2.0,12.7,0.9
2009-05-26,92.87,Ideal,spring,93.23,Ideal,summer,93.09,Ideal,92.14,82.06,4.5,4.5,5.0,4.0,5.0,25.4584,20.658160000000002,29.0,23.1,53.4,53.4,0.0,2.1,11.3,2.4
2009-05-27,92.87,Ideal,spring,93.23,Ideal,summer,93.1,Ideal,92.21,83.26,4.5,4.5,5.0,4.0,5.0,24.8932,20.508399999999998,29.7,23.9,39.0,39.0,0.0,2.5,12.8,0.0
2009-05-28,92.87,Ideal,spring,93.23,Ideal,summer,93.11,Ideal,93.23,89.34,4.5,4.5,5.0,4.0,5.0,25.2796,20.33192,31.0,24.2,31.9,31.9,0.0,2.2,11.8,0.0
2009-05-29,92.61,Ideal,spring,93.71,Ideal,summer,93.4,Ideal,93.39,90.66,5.0,4.0,5.0,4.0,4.6,23.238839999999996,19.46688,27.9,22.8,34.9,34.9,0.0,2.4,9.2,4.3
2009-05-30,87.86,Excellent,spring,89.01,Excellent,summer,88.72,Excellent,91.98,92.23,4.5,4.0,5.0,4.0,3.65,21.32208,18.307760000000002,25.4,21.3,33.8,33.8,0.0,2.5,7.3,4.8
2009-05-31,87.7,Excellent,spring,88.53,Excellent,summer,88.35,Excellent,90.42,91.59,4.5,3.5,5.0,3.5,5.0,21.759999999999998,17.759999999999998,24.7,19.7,50.0,50.0,0.0,3.2,13.0,0.0
2009-06-01,90.43,Ideal,summer,90.43,Ideal,summer,90.29,Ideal,89.32,91.62,4.5,4.0,5.0,3.5,5.0,24.53792,19.39744,28.1,21.7,50.8,50.8,0.0,2.8,12.4,0.0
2009-06-02,87.34,Excellent,summer,87.34,Excellent,summer,86.94,Excellent,88.77,90.78,5.0,4.5,4.55,3.0,2.55,23.951439999999998,20.07604,26.2,21.7,65.3,65.3,4.5,4.8,5.1,6.0
2009-06-03,82.61,Excellent,summer,82.61,Excellent,summer,82.29,Excellent,86.79,89.27,4.5,4.0,4.85,3.0,1.55,21.29232,18.422960000000003,22.2,19.1,81.4,81.4,1.5,4.0,3.1,6.6
2009-06-04,94.4,Ideal,summer,94.4,Ideal,summer,94.34,Ideal,88.12,89.43,5.0,4.0,5.0,4.0,5.0,23.53408,19.53344,25.9,21.2,62.8,62.8,0.0,2.2,10.5,3.6
2009-06-05,91.33,Ideal,summer,91.33,Ideal,summer,91.32,Ideal,89.45,89.09,4.5,4.0,5.0,4.0,5.0,24.11592,19.695,28.2,22.5,43.9,43.9,0.0,2.0,12.6,0.8
2009-06-06,89.61,Excellent,summer,89.61,Excellent,summer,89.61,Excellent,91.78,89.18,4.5,4.0,5.0,4.0,4.0,24.0096,19.711199999999998,27.6,22.2,49.0,49.0,0.0,2.5,8.0,3.0
2009-06-07,82.25,Excellent,summer,82.25,Excellent,summer,82.25,Excellent,87.73,88.28,4.5,3.5,5.0,4.5,0.3,20.09608,17.785960000000003,21.8,19.1,63.9,63.9,0.0,1.5,0.6,6.1
2009-06-08,91.0,Ideal,summer,91.0,Ideal,summer,91.0,Ideal,87.62,88.36,5.0,4.0,5.0,4.5,2.5,23.30732,19.23884,25.7,20.9,61.9,61.9,0.0,1.6,5.0,6.3
2009-06-09,66.05,Good,summer,66.05,Good,summer,66.05,Good,79.77,85.32,4.5,4.0,2.45,4.0,0.0,21.14392,18.87736,21.8,19.4,86.1,86.1,25.5,1.9,0.0,10.0
2009-06-10,71.64,Very Good,summer,71.64,Very Good,summer,71.64,Very Good,76.23,83.75,4.5,4.0,3.35,3.5,0.35,21.55584,18.33536,22.2,18.8,86.8,86.8,16.5,2.9,0.7,9.3
2009-06-11,92.1,Ideal,summer,92.1,Ideal,summer,92.1,Ideal,76.6,83.43,5.0,4.0,4.99,3.0,4.75,23.05612,19.1476,25.7,21.0,57.9,57.9,0.1,4.2,9.5,5.3
2009-06-12,87.88,Excellent,summer,87.88,Excellent,summer,87.88,Excellent,83.87,82.93,4.5,3.5,4.9,3.5,5.0,21.681279999999997,17.62528,24.4,19.4,52.8,52.8,1.0,2.7,12.6,2.0
2009-06-13,93.28,Ideal,summer,93.28,Ideal,summer,93.28,Ideal,91.09,83.46,5.0,4.0,5.0,4.0,4.35,22.63776,18.82912,24.6,20.2,66.4,66.4,0.0,2.5,8.7,3.8
2009-06-14,87.22,Excellent,summer,87.22,Excellent,summer,87.22,Excellent,89.46,84.17,5.0,4.0,5.0,4.5,0.3,22.015,19.256,23.5,20.4,72.5,72.5,0.0,1.6,0.6,7.1
2009-06-15,91.42,Ideal,summer,91.42,Ideal,summer,91.42,Ideal,90.64,84.23,4.5,4.5,5.0,4.0,3.95,24.2136,20.1152,26.3,21.6,68.0,68.0,0.0,2.0,7.9,4.4
2009-06-16,90.99,Ideal,summer,90.99,Ideal,summer,90.99,Ideal,89.88,87.79,4.5,4.5,5.0,4.0,3.7,24.11,20.03,26.6,21.8,62.5,62.5,0.0,2.1,7.4,3.8
2009-06-17,84.49,Excellent,summer,84.49,Excellent,summer,84.49,Excellent,88.97,89.63,4.5,4.0,5.0,4.5,0.5,21.53324,19.77244,23.1,21.1,70.1,70.1,0.0,1.6,0.0,9.0
2009-06-18,92.96,Ideal,summer,92.96,Ideal,summer,92.96,Ideal,89.48,89.75,4.0,5.0,5.0,4.5,5.0,27.8794,22.55716,31.5,25.1,57.9,57.9,0.0,1.5,10.9,2.3
2009-06-19,86.96,Excellent,summer,86.96,Excellent,summer,86.96,Excellent,88.14,89.62,4.5,5.0,5.0,4.0,0.25,25.7916,22.88936,28.5,25.1,63.4,63.4,0.0,2.4,0.5,8.8
2009-06-20,54.81,Acceptable,summer,54.81,Acceptable,summer,54.81,Acceptable,78.24,84.12,4.5,5.0,0.15000000000000036,4.0,0.0,24.088479999999997,22.17168,24.7,22.7,89.6,89.6,48.5,1.8,0.0,10.0
2009-06-21,84.02,Excellent,summer,84.02,Excellent,summer,84.02,Excellent,75.26,83.66,3.5,5.0,4.95,4.0,2.3,28.40624,23.759120000000003,30.2,25.1,77.8,77.8,0.5,1.8,4.6,7.6
2009-06-22,88.12,Excellent,summer,88.12,Excellent,summer,88.12,Excellent,75.65,83.19,4.5,4.5,5.0,3.5,2.55,24.817,21.674,26.5,23.0,74.5,74.5,0.0,2.8,5.1,6.6
2009-06-23,92.33,Ideal,summer,92.33,Ideal,summer,92.33,Ideal,88.16,83.38,4.5,4.5,5.0,3.5,5.0,24.971559999999997,21.20776,27.9,23.4,59.1,59.1,0.0,3.2,12.1,1.0
2009-06-24,92.33,Ideal,summer,92.33,Ideal,summer,92.33,Ideal,90.93,84.5,4.5,4.5,5.0,3.5,5.0,26.0,21.6,30.0,24.5,50.0,50.0,0.0,3.2,12.7,0.1
2009-06-25,90.01,Ideal,summer,90.01,Ideal,summer,90.01,Ideal,91.56,84.08,4.5,4.5,5.0,3.5,3.65,25.642,21.692,29.8,24.8,47.5,47.5,0.0,3.2,7.3,2.4
2009-06-26,88.62,Excellent,summer,88.62,Excellent,summer,88.62,Excellent,90.32,84.32,4.0,5.0,5.0,4.0,3.0,26.87024,22.52224,29.4,24.4,67.4,67.4,0.0,2.4,6.0,4.3
2009-06-27,88.39,Excellent,summer,88.39,Excellent,summer,88.39,Excellent,89.01,89.12,3.5,5.0,5.0,4.0,4.65,29.16544,23.77516,32.4,26.1,63.9,63.9,0.0,2.2,9.3,4.5
2009-06-28,82.33,Excellent,summer,82.33,Excellent,summer,82.33,Excellent,86.45,88.88,4.0,4.5,4.96,4.0,0.6,27.21664,24.0544,29.6,26.0,69.6,69.6,0.4,2.0,1.2,8.6
2009-06-29,62.58,Good,summer,62.58,Good,summer,62.58,Good,77.77,85.23,3.5,4.5,1.7000000000000002,4.0,3.3,29.12504,24.593040000000002,31.1,26.1,76.6,76.6,33.0,2.3,6.6,7.8
2009-06-30,86.72,Excellent,summer,86.72,Excellent,summer,86.72,Excellent,77.21,84.43,4.5,5.0,4.95,4.0,0.2999999999999998,25.37824,23.340159999999997,26.6,24.4,81.6,81.6,0.5,2.5,0.0,9.4
2009-07-01,90.44,Ideal,summer,90.44,Ideal,summer,90.44,Ideal,79.91,84.16,4.5,4.5,5.0,3.5,3.9,25.37464,21.9286,27.4,23.5,70.9,70.9,0.0,3.3,7.8,5.9
2009-07-02,53.6,Acceptable,summer,53.6,Acceptable,summer,53.6,Acceptable,76.92,78.95,4.5,4.5,0.0,4.5,0.45,21.857200000000002,20.314799999999998,22.3,20.7,91.0,91.0,96.5,1.6,0.9,8.0
2009-07-03,87.14,Excellent,summer,87.14,Excellent,summer,87.14,Excellent,77.06,78.74,4.5,4.5,4.95,4.0,1.65,25.198,21.175,27.0,22.5,73.5,73.5,0.5,1.8,3.3,6.4
2009-07-04,85.46,Excellent,summer,85.46,Excellent,summer,85.46,Excellent,75.4,78.32,4.5,4.5,4.7,4.5,1.1,25.27084,21.56608,26.9,22.8,75.9,75.9,3.0,1.6,2.2,6.1
2009-07-05,91.33,Ideal,summer,91.33,Ideal,summer,91.33,Ideal,87.98,79.61,4.0,5.0,5.0,4.5,4.05,27.544,22.80712,30.0,24.6,69.3,69.3,0.0,1.6,8.1,3.6
2009-07-06,84.82,Excellent,summer,84.82,Excellent,summer,84.82,Excellent,87.2,82.79,4.0,5.0,4.9,4.5,0.65,26.872,23.32,29.0,25.0,72.0,72.0,1.0,1.6,1.3,7.6
2009-07-07,84.27,Excellent,summer,84.27,Excellent,summer,84.27,Excellent,86.81,82.44,4.0,5.0,4.9,4.0,0.85,26.17416,23.31464,28.1,24.9,73.4,73.4,1.0,1.9,1.7,7.6
2009-07-08,84.52,Excellent,summer,84.52,Excellent,summer,84.52,Excellent,84.54,81.59,4.0,4.5,5.0,4.5,1.2,27.80716,24.29836,30.3,26.3,69.3,69.3,0.0,1.6,2.4,8.1
2009-07-09,53.56,Acceptable,summer,53.56,Acceptable,summer,53.56,Acceptable,74.12,81.59,4.5,4.5,0.0,4.0,0.9500000000000002,25.34496,21.460160000000002,25.8,21.8,92.8,92.8,190.0,2.3,0.0,8.1
2009-07-10,91.37,Ideal,summer,91.37,Ideal,summer,91.37,Ideal,76.48,82.19,4.0,5.0,5.0,4.0,4.6,27.35964,22.16056,29.7,23.8,70.3,70.3,0.0,2.3,9.2,3.4
2009-07-11,85.68,Excellent,summer,85.68,Excellent,summer,85.68,Excellent,76.87,82.22,4.0,5.0,4.9,4.5,1.15,26.611839999999997,22.63192,29.2,24.6,66.3,66.3,1.0,1.3,2.3,8.0
2009-07-12,53.2,Acceptable,summer,53.2,Acceptable,summer,53.2,Acceptable,76.75,76.77,5.0,4.5,0.0,3.0,0.0,23.6808,20.456039999999998,24.0,20.7,94.3,94.3,114.5,4.1,0.0,10.0
2009-07-13,80.28,Excellent,summer,80.28,Excellent,summer,80.28,Excellent,73.05,76.13,4.0,5.0,4.5,4.0,0.05,26.52472,22.32352,27.7,23.2,83.4,83.4,5.0,2.3,0.1,10.0
2009-07-14,52.03,Acceptable,summer,52.03,Acceptable,summer,52.03,Acceptable,61.84,71.52,4.5,5.0,0.0,3.0,0.0,25.163200000000003,22.636,25.6,23.0,93.0,93.0,140.5,4.9,0.0,10.0
2009-07-15,86.11,Excellent,summer,86.11,Excellent,summer,86.11,Excellent,72.81,71.75,4.5,5.0,5.0,3.0,0.8,24.666159999999998,22.08344,25.9,23.1,80.6,80.6,0.0,3.5,1.6,8.0
2009-07-16,86.4,Excellent,summer,86.4,Excellent,summer,86.4,Excellent,74.85,76.44,3.5,4.5,5.0,4.0,4.6,29.443199999999997,24.4956,32.4,26.7,67.0,67.0,0.0,2.0,9.2,5.8
2009-07-17,54.9,Acceptable,summer,54.9,Acceptable,summer,54.9,Acceptable,75.8,71.23,4.5,5.0,0.0,4.5,0.09999999999999964,25.663760000000003,23.96528,26.6,24.8,85.9,85.9,56.5,1.5,0.0,9.8
2009-07-18,69.38,Good,summer,69.38,Good,summer,69.38,Good,70.23,68.9,4.0,4.5,3.55,2.5,0.0,26.38656,24.30272,27.3,25.1,86.8,86.8,14.5,6.2,0.0,10.0
2009-07-19,82.82,Excellent,summer,82.82,Excellent,summer,82.82,Excellent,69.03,73.13,3.5,5.0,4.99,4.0,1.45,28.419439999999998,23.51376,29.9,24.6,81.4,81.4,0.1,2.3,2.9,6.8
2009-07-20,81.32,Excellent,summer,81.32,Excellent,summer,81.32,Excellent,77.84,73.28,4.0,4.5,4.95,4.0,0.05,27.057000000000002,24.291,28.5,25.5,80.5,80.5,0.5,1.8,0.1,9.4
2009-07-21,89.7,Excellent,summer,89.7,Excellent,summer,89.7,Excellent,84.61,78.66,4.0,5.0,5.0,3.5,4.15,27.17472,23.847679999999997,29.1,25.4,74.8,74.8,0.0,2.6,8.3,5.5
2009-07-22,92.06,Ideal,summer,92.06,Ideal,summer,92.06,Ideal,87.69,79.51,4.0,5.0,5.0,4.0,5.0,27.368,23.112840000000002,30.0,25.1,67.1,67.1,0.0,2.1,12.1,1.4
2009-07-23,86.73,Excellent,summer,86.73,Excellent,summer,86.73,Excellent,89.5,79.56,4.0,5.0,5.0,4.0,1.9,27.2732,23.367199999999997,29.9,25.4,67.0,67.0,0.0,1.8,3.8,6.1
2009-07-24,87.15,Excellent,summer,87.15,Excellent,summer,87.15,Excellent,88.65,84.17,4.0,5.0,4.9,3.5,3.05,27.446800000000003,22.8464,30.1,24.8,67.0,67.0,1.0,2.8,6.1,5.5
2009-07-25,71.29,Very Good,summer,71.29,Very Good,summer,71.29,Very Good,81.72,84.44,4.5,4.5,2.75,4.0,0.8,24.5216,21.345,26.0,22.5,76.9,76.9,22.5,1.8,1.6,7.1
2009-07-26,83.22,Excellent,summer,83.22,Excellent,summer,83.22,Excellent,80.55,84.5,4.0,5.0,3.95,4.0,3.85,26.739240000000002,22.97072,29.1,24.8,69.1,69.1,10.5,1.8,7.7,4.5
2009-07-27,88.03,Excellent,summer,88.03,Excellent,summer,88.03,Excellent,80.85,85.45,4.5,5.0,4.98,4.0,0.95,25.753,23.172,27.7,24.8,72.5,72.5,0.2,1.8,1.9,5.3
2009-07-28,86.46,Excellent,summer,86.46,Excellent,summer,86.46,Excellent,85.9,84.99,4.5,5.0,4.95,4.0,0.15,24.70096,23.08744,26.4,24.6,74.1,74.1,0.5,1.8,0.3,9.1
2009-07-29,90.88,Ideal,summer,90.88,Ideal,summer,90.88,Ideal,88.46,84.82,4.0,5.0,4.99,4.0,4.35,27.715359999999997,23.4602,30.4,25.5,67.1,67.1,0.1,1.9,8.7,3.5
2009-07-30,88.27,Excellent,summer,88.27,Excellent,summer,88.27,Excellent,88.54,85.04,4.0,4.5,5.0,4.0,3.9,27.93024,24.3616,30.6,26.5,67.6,67.6,0.0,2.0,7.8,5.0
2009-07-31,85.34,Excellent,summer,85.34,Excellent,summer,85.34,Excellent,88.16,84.78,4.0,4.5,5.0,4.0,2.2,27.86224,24.62252,30.4,26.7,68.9,68.9,0.0,1.9,4.4,3.3
2009-08-01,70.98,Very Good,summer,70.98,Very Good,summer,70.98,Very Good,81.53,84.74,4.0,4.5,2.85,4.5,1.5,27.3124,24.106399999999997,28.9,25.4,79.0,79.0,21.5,1.1,3.0,6.1
2009-08-02,83.11,Excellent,summer,83.11,Excellent,summer,83.11,Excellent,79.81,84.72,4.0,4.5,4.85,4.5,0.95,27.64,24.22,29.6,25.8,75.0,75.0,1.5,1.4,1.9,5.1
2009-08-03,88.29,Excellent,summer,88.29,Excellent,summer,88.29,Excellent,80.79,84.76,4.5,5.0,5.0,4.5,0.5,25.771,23.69824,27.5,25.2,75.3,75.3,0.0,1.3,1.0,7.9
2009-08-04,84.21,Excellent,summer,84.21,Excellent,summer,84.21,Excellent,85.2,84.44,3.5,4.5,5.0,4.5,2.8,28.26592,24.56104,31.2,26.9,65.4,65.4,0.0,1.4,5.6,5.4
2009-08-05,87.09,Excellent,summer,87.09,Excellent,summer,87.09,Excellent,86.53,83.9,3.5,4.5,5.0,4.0,5.0,28.107599999999998,24.2912,32.3,27.6,53.0,53.0,0.0,2.2,11.5,4.9
2009-08-06,83.9,Excellent,summer,83.9,Excellent,summer,83.9,Excellent,85.07,83.27,4.0,4.5,4.95,4.0,1.55,27.54532,24.07016,30.7,26.6,61.9,61.9,0.5,2.4,3.1,8.8
2009-08-07,81.49,Excellent,summer,81.49,Excellent,summer,81.49,Excellent,84.16,82.72,4.0,4.5,4.95,4.0,0.15,26.9682,24.49176,28.5,25.8,79.3,79.3,0.5,1.7,0.3,9.3
2009-08-08,81.66,Excellent,summer,81.66,Excellent,summer,81.66,Excellent,82.35,84.25,4.0,4.5,4.95,4.0,0.25,27.18388,25.0018,28.9,26.5,77.3,77.3,0.5,1.9,0.5,8.6
2009-08-09,82.99,Excellent,summer,82.99,Excellent,summer,82.99,Excellent,82.05,84.23,3.0,4.5,5.0,4.0,4.4,30.04112,25.88004,33.6,28.7,62.3,62.3,0.0,2.5,8.8,3.9
2009-08-10,84.9,Excellent,summer,84.9,Excellent,summer,84.9,Excellent,83.18,83.75,3.5,4.5,5.0,3.5,4.25,28.48,24.951999999999998,32.0,27.8,60.0,60.0,0.0,2.8,8.5,4.9
2009-08-11,49.86,Marginal,summer,49.86,Marginal,summer,49.86,Marginal,72.58,78.84,4.0,5.0,0.0,3.5,0.0,26.149240000000002,23.03272,27.1,23.8,86.1,86.1,113.5,3.1,0.0,10.0
2009-08-12,54.78,Acceptable,summer,54.78,Acceptable,summer,54.78,Acceptable,63.18,74.23,4.5,5.0,0.0,4.0,0.55,25.333959999999998,23.0194,25.9,23.5,91.1,91.1,80.5,2.5,1.1,7.3
2009-08-13,85.2,Excellent,summer,85.2,Excellent,summer,85.2,Excellent,63.28,74.41,3.5,4.5,5.0,4.0,3.9,28.77656,24.64392,30.9,26.3,74.6,74.6,0.0,1.9,7.8,2.9
2009-08-14,84.4,Excellent,summer,84.4,Excellent,summer,84.4,Excellent,74.79,74.83,3.0,4.5,5.0,4.5,4.7,30.114639999999998,25.12896,33.4,27.6,64.9,64.9,0.0,1.6,9.4,0.6
2009-08-15,87.09,Excellent,summer,87.09,Excellent,summer,87.09,Excellent,85.56,75.6,3.5,4.5,5.0,4.0,5.0,29.688,25.3224,33.0,27.9,64.0,64.0,0.0,1.7,11.6,0.0
2009-08-16,84.02,Excellent,summer,84.02,Excellent,summer,84.02,Excellent,85.17,75.75,3.0,4.5,5.0,4.0,5.0,30.08608,25.72312,34.4,29.1,55.8,55.8,0.0,1.8,12.1,0.0
2009-08-17,82.81,Excellent,summer,82.81,Excellent,summer,82.81,Excellent,84.64,75.45,4.0,4.5,4.98,4.0,0.8,27.77336,24.28672,30.9,26.8,62.6,62.6,0.2,2.3,1.6,5.8
2009-08-18,81.69,Excellent,summer,81.69,Excellent,summer,81.69,Excellent,82.84,80.0,3.5,4.5,4.99,4.0,1.9,28.48396,25.38856,30.9,27.4,71.1,71.1,0.1,2.1,3.8,6.6
2009-08-19,79.48,Very Good,summer,79.48,Very Good,summer,79.48,Very Good,81.33,83.53,3.5,4.5,5.0,3.5,1.1,29.14912,25.89904,31.8,28.1,69.6,69.6,0.0,3.3,2.2,7.3
2009-08-20,68.81,Good,summer,68.81,Good,summer,68.81,Good,76.66,81.19,4.0,4.5,3.05,3.0,1.05,27.654,24.651,29.4,26.1,77.5,77.5,19.5,4.2,2.1,7.0
2009-08-21,88.71,Excellent,summer,88.71,Excellent,summer,88.71,Excellent,79.0,81.8,4.0,5.0,5.0,4.0,3.05,26.550240000000002,22.83488,29.6,25.2,61.1,61.1,0.0,2.0,6.1,5.9
2009-08-22,87.73,Excellent,summer,87.73,Excellent,summer,87.73,Excellent,81.75,81.89,4.5,5.0,5.0,4.0,0.7,24.83664,22.39104,28.2,25.2,53.8,53.8,0.0,2.3,1.4,7.9
2009-08-23,92.06,Ideal,summer,92.06,Ideal,summer,92.06,Ideal,89.5,83.04,4.0,5.0,5.0,4.0,5.0,27.765,23.515,30.9,25.9,62.5,62.5,0.0,2.3,12.4,1.8
2009-08-24,89.74,Excellent,summer,89.74,Excellent,summer,89.74,Excellent,89.84,84.03,4.0,5.0,5.0,4.0,3.65,26.17184,23.00416,29.4,25.6,58.4,58.4,0.0,1.8,7.3,4.3
2009-08-25,83.22,Excellent,summer,83.22,Excellent,summer,83.22,Excellent,88.34,84.25,4.5,5.0,4.1,4.0,1.5,25.49504,22.58972,27.6,24.3,70.1,70.1,9.0,1.8,3.0,5.8
2009-08-26,78.08,Very Good,summer,78.08,Very Good,summer,78.08,Very Good,83.68,84.05,4.5,5.0,3.55,4.0,0.5999999999999996,24.7026,22.8084,26.3,24.2,75.5,75.5,14.5,2.5,0.0,8.8
2009-08-27,75.5,Very Good,summer,75.5,Very Good,summer,75.5,Very Good,78.93,85.01,4.5,5.0,3.3,4.0,0.05,24.84592,23.332960000000003,25.7,24.1,86.4,86.4,17.0,2.5,0.1,8.6
2009-08-28,90.56,Ideal,summer,90.56,Ideal,summer,90.56,Ideal,81.38,85.27,4.0,5.0,5.0,3.5,4.65,26.22664,22.30084,28.6,24.1,68.1,68.1,0.0,2.6,9.3,4.4
2009-08-29,89.19,Excellent,summer,89.19,Excellent,summer,89.19,Excellent,85.08,85.48,4.5,4.5,5.0,4.0,2.65,24.2952,20.4432,26.7,22.2,64.0,64.0,0.0,2.2,5.3,6.9
2009-08-30,82.75,Excellent,summer,82.75,Excellent,summer,82.75,Excellent,87.5,84.15,5.0,4.0,4.35,4.0,0.7,22.071080000000002,19.5298,23.3,20.5,76.9,76.9,6.5,2.0,1.4,6.5
2009-08-31,92.11,Ideal,summer,92.11,Ideal,summer,92.11,Ideal,88.02,84.49,4.5,4.5,5.0,4.0,4.35,25.30612,20.53864,28.3,22.6,59.1,59.1,0.0,1.9,8.7,1.4
2009-09-01,93.37,Ideal,autumn,93.23,Ideal,summer,93.23,Ideal,89.36,85.92,4.5,4.5,5.0,4.0,5.0,24.99904,21.04768,28.6,23.7,51.6,51.6,0.0,1.9,12.1,0.6
2009-09-02,93.37,Ideal,autumn,93.23,Ideal,summer,93.23,Ideal,92.86,88.08,4.5,4.5,5.0,4.0,5.0,25.08832,20.870079999999998,28.6,23.4,52.8,52.8,0.0,2.2,12.1,0.1
2009-09-03,91.02,Ideal,autumn,91.17,Ideal,summer,91.17,Ideal,92.54,90.32,4.5,4.5,5.0,4.0,3.8,25.64632,21.103839999999998,28.6,23.2,60.3,60.3,0.0,1.9,7.6,2.9
2009-09-04,93.73,Ideal,autumn,92.53,Ideal,summer,92.53,Ideal,92.31,90.6,4.0,5.0,5.0,4.5,4.75,26.21972,22.01772,29.3,24.3,60.1,60.1,0.0,1.4,9.5,2.9
2009-09-05,88.48,Excellent,autumn,87.93,Excellent,summer,87.93,Excellent,90.54,90.42,4.0,5.0,5.0,4.0,2.6,27.026439999999997,22.834,29.9,25.0,63.9,63.9,0.0,1.9,5.2,4.6
